属性标识符,时间(ms),时间,属性值,原始JSON
LightLux,1780277784240,2026-06-01 09:36:24,9605.83,"{""time"": 1780277784240, ""value"": ""9605.83""}"
LightLux,1780277789229,2026-06-01 09:36:29,9605,"{""time"": 1780277789229, ""value"": ""9605""}"
LightLux,1780277794228,2026-06-01 09:36:34,9593.33,"{""time"": 1780277794228, ""value"": ""9593.33""}"
LightLux,1780277799228,2026-06-01 09:36:39,9588.33,"{""time"": 1780277799228, ""value"": ""9588.33""}"
LightLux,1780277804235,2026-06-01 09:36:44,9561.67,"{""time"": 1780277804235, ""value"": ""9561.67""}"
LightLux,1780277809226,2026-06-01 09:36:49,9541.67,"{""time"": 1780277809226, ""value"": ""9541.67""}"
LightLux,1780277814230,2026-06-01 09:36:54,9526.67,"{""time"": 1780277814230, ""value"": ""9526.67""}"
LightLux,1780277819233,2026-06-01 09:36:59,9494.17,"{""time"": 1780277819233, ""value"": ""9494.17""}"
LightLux,1780277824235,2026-06-01 09:37:04,9469.17,"{""time"": 1780277824235, ""value"": ""9469.17""}"
LightLux,1780277829242,2026-06-01 09:37:09,9460.83,"{""time"": 1780277829242, ""value"": ""9460.83""}"
LightLux,1780277834239,2026-06-01 09:37:14,9437.5,"{""time"": 1780277834239, ""value"": ""9437.5""}"
LightLux,1780277839219,2026-06-01 09:37:19,9410,"{""time"": 1780277839219, ""value"": ""9410""}"
LightLux,1780277844240,2026-06-01 09:37:24,9374.17,"{""time"": 1780277844240, ""value"": ""9374.17""}"
LightLux,1780277849286,2026-06-01 09:37:29,9333.33,"{""time"": 1780277849286, ""value"": ""9333.33""}"
LightLux,1780277854238,2026-06-01 09:37:34,9299.17,"{""time"": 1780277854238, ""value"": ""9299.17""}"
LightLux,1780277859218,2026-06-01 09:37:39,9262.5,"{""time"": 1780277859218, ""value"": ""9262.5""}"
LightLux,1780277864245,2026-06-01 09:37:44,9224.17,"{""time"": 1780277864245, ""value"": ""9224.17""}"
LightLux,1780277869216,2026-06-01 09:37:49,9195,"{""time"": 1780277869216, ""value"": ""9195""}"
LightLux,1780277874231,2026-06-01 09:37:54,9182.5,"{""time"": 1780277874231, ""value"": ""9182.5""}"
LightLux,1780277879258,2026-06-01 09:37:59,9165.83,"{""time"": 1780277879258, ""value"": ""9165.83""}"
LightLux,1780277884230,2026-06-01 09:38:04,9152.5,"{""time"": 1780277884230, ""value"": ""9152.5""}"
LightLux,1780277889227,2026-06-01 09:38:09,9130.83,"{""time"": 1780277889227, ""value"": ""9130.83""}"
LightLux,1780277894249,2026-06-01 09:38:14,9120,"{""time"": 1780277894249, ""value"": ""9120""}"
LightLux,1780277899214,2026-06-01 09:38:19,9120,"{""time"": 1780277899214, ""value"": ""9120""}"
LightLux,1780277904235,2026-06-01 09:38:24,9124.17,"{""time"": 1780277904235, ""value"": ""9124.17""}"
LightLux,1780277909233,2026-06-01 09:38:29,9123.33,"{""time"": 1780277909233, ""value"": ""9123.33""}"
LightLux,1780277914239,2026-06-01 09:38:34,9120.83,"{""time"": 1780277914239, ""value"": ""9120.83""}"
LightLux,1780277919213,2026-06-01 09:38:39,9120,"{""time"": 1780277919213, ""value"": ""9120""}"
LightLux,1780277924219,2026-06-01 09:38:44,9109.17,"{""time"": 1780277924219, ""value"": ""9109.17""}"
LightLux,1780277929223,2026-06-01 09:38:49,9097.5,"{""time"": 1780277929223, ""value"": ""9097.5""}"
LightLux,1780277934239,2026-06-01 09:38:54,9080,"{""time"": 1780277934239, ""value"": ""9080""}"
LightLux,1780277939227,2026-06-01 09:38:59,9078.33,"{""time"": 1780277939227, ""value"": ""9078.33""}"
LightLux,1780277944219,2026-06-01 09:39:04,9085.83,"{""time"": 1780277944219, ""value"": ""9085.83""}"
LightLux,1780277949211,2026-06-01 09:39:09,9072.5,"{""time"": 1780277949211, ""value"": ""9072.5""}"
LightLux,1780277954219,2026-06-01 09:39:14,9068.33,"{""time"": 1780277954219, ""value"": ""9068.33""}"
LightLux,1780277959212,2026-06-01 09:39:19,9059.17,"{""time"": 1780277959212, ""value"": ""9059.17""}"
LightLux,1780277964219,2026-06-01 09:39:24,9071.67,"{""time"": 1780277964219, ""value"": ""9071.67""}"
LightLux,1780277969257,2026-06-01 09:39:29,9082.5,"{""time"": 1780277969257, ""value"": ""9082.5""}"
LightLux,1780277974356,2026-06-01 09:39:34,9090,"{""time"": 1780277974356, ""value"": ""9090""}"
LightLux,1780277979211,2026-06-01 09:39:39,9090.83,"{""time"": 1780277979211, ""value"": ""9090.83""}"
LightLux,1780277984218,2026-06-01 09:39:44,9096.67,"{""time"": 1780277984218, ""value"": ""9096.67""}"
LightLux,1780277989227,2026-06-01 09:39:49,9101.67,"{""time"": 1780277989227, ""value"": ""9101.67""}"
LightLux,1780277994228,2026-06-01 09:39:54,9096.67,"{""time"": 1780277994228, ""value"": ""9096.67""}"
LightLux,1780277999210,2026-06-01 09:39:59,9104.17,"{""time"": 1780277999210, ""value"": ""9104.17""}"
LightLux,1780278004218,2026-06-01 09:40:04,9128.33,"{""time"": 1780278004218, ""value"": ""9128.33""}"
LightLux,1780278009201,2026-06-01 09:40:09,9139.17,"{""time"": 1780278009201, ""value"": ""9139.17""}"
LightLux,1780278014204,2026-06-01 09:40:14,9173.33,"{""time"": 1780278014204, ""value"": ""9173.33""}"
LightLux,1780278019217,2026-06-01 09:40:19,9200.83,"{""time"": 1780278019217, ""value"": ""9200.83""}"
LightLux,1780278024209,2026-06-01 09:40:24,9250,"{""time"": 1780278024209, ""value"": ""9250""}"
LightLux,1780278029218,2026-06-01 09:40:29,9269.17,"{""time"": 1780278029218, ""value"": ""9269.17""}"
LightLux,1780278034223,2026-06-01 09:40:34,9262.5,"{""time"": 1780278034223, ""value"": ""9262.5""}"
LightLux,1780278039214,2026-06-01 09:40:39,9241.67,"{""time"": 1780278039214, ""value"": ""9241.67""}"
LightLux,1780278044217,2026-06-01 09:40:44,9211.67,"{""time"": 1780278044217, ""value"": ""9211.67""}"
LightLux,1780278049232,2026-06-01 09:40:49,9183.33,"{""time"": 1780278049232, ""value"": ""9183.33""}"
LightLux,1780278054251,2026-06-01 09:40:54,9162.5,"{""time"": 1780278054251, ""value"": ""9162.5""}"
LightLux,1780278059211,2026-06-01 09:40:59,9135,"{""time"": 1780278059211, ""value"": ""9135""}"
LightLux,1780278064251,2026-06-01 09:41:04,9118.33,"{""time"": 1780278064251, ""value"": ""9118.33""}"
LightLux,1780278069236,2026-06-01 09:41:09,9113.33,"{""time"": 1780278069236, ""value"": ""9113.33""}"
LightLux,1780278074212,2026-06-01 09:41:14,9092.5,"{""time"": 1780278074212, ""value"": ""9092.5""}"
LightLux,1780278079221,2026-06-01 09:41:19,9047.5,"{""time"": 1780278079221, ""value"": ""9047.5""}"
LightLux,1780278084217,2026-06-01 09:41:24,9032.5,"{""time"": 1780278084217, ""value"": ""9032.5""}"
LightLux,1780278089218,2026-06-01 09:41:29,9010,"{""time"": 1780278089218, ""value"": ""9010""}"
LightLux,1780278094218,2026-06-01 09:41:34,8951.67,"{""time"": 1780278094218, ""value"": ""8951.67""}"
LightLux,1780278099218,2026-06-01 09:41:39,8901.67,"{""time"": 1780278099218, ""value"": ""8901.67""}"
LightLux,1780278104217,2026-06-01 09:41:44,8821.67,"{""time"": 1780278104217, ""value"": ""8821.67""}"
LightLux,1780278109215,2026-06-01 09:41:49,8746.67,"{""time"": 1780278109215, ""value"": ""8746.67""}"
LightLux,1780278114245,2026-06-01 09:41:54,8675,"{""time"": 1780278114245, ""value"": ""8675""}"
LightLux,1780278119213,2026-06-01 09:41:59,8605,"{""time"": 1780278119213, ""value"": ""8605""}"
LightLux,1780278124247,2026-06-01 09:42:04,8538.33,"{""time"": 1780278124247, ""value"": ""8538.33""}"
LightLux,1780278129215,2026-06-01 09:42:09,8478.33,"{""time"": 1780278129215, ""value"": ""8478.33""}"
LightLux,1780278134214,2026-06-01 09:42:14,8419.17,"{""time"": 1780278134214, ""value"": ""8419.17""}"
LightLux,1780278139216,2026-06-01 09:42:19,8355.83,"{""time"": 1780278139216, ""value"": ""8355.83""}"
LightLux,1780278144215,2026-06-01 09:42:24,8283.33,"{""time"": 1780278144215, ""value"": ""8283.33""}"
LightLux,1780278149222,2026-06-01 09:42:29,8206.67,"{""time"": 1780278149222, ""value"": ""8206.67""}"
LightLux,1780278154219,2026-06-01 09:42:34,8150.83,"{""time"": 1780278154219, ""value"": ""8150.83""}"
LightLux,1780278159207,2026-06-01 09:42:39,8086.67,"{""time"": 1780278159207, ""value"": ""8086.67""}"
LightLux,1780278164205,2026-06-01 09:42:44,8024.17,"{""time"": 1780278164205, ""value"": ""8024.17""}"
LightLux,1780278169212,2026-06-01 09:42:49,7962.5,"{""time"": 1780278169212, ""value"": ""7962.5""}"
LightLux,1780278174213,2026-06-01 09:42:54,7861.67,"{""time"": 1780278174213, ""value"": ""7861.67""}"
LightLux,1780278179213,2026-06-01 09:42:59,7775,"{""time"": 1780278179213, ""value"": ""7775""}"
LightLux,1780278184217,2026-06-01 09:43:04,7670,"{""time"": 1780278184217, ""value"": ""7670""}"
LightLux,1780278189211,2026-06-01 09:43:09,7574.17,"{""time"": 1780278189211, ""value"": ""7574.17""}"
LightLux,1780278194203,2026-06-01 09:43:14,7464.17,"{""time"": 1780278194203, ""value"": ""7464.17""}"
LightLux,1780278199203,2026-06-01 09:43:19,7370.83,"{""time"": 1780278199203, ""value"": ""7370.83""}"
LightLux,1780278204281,2026-06-01 09:43:24,7295.83,"{""time"": 1780278204281, ""value"": ""7295.83""}"
LightLux,1780278209202,2026-06-01 09:43:29,7231.67,"{""time"": 1780278209202, ""value"": ""7231.67""}"
LightLux,1780278214202,2026-06-01 09:43:34,7167.5,"{""time"": 1780278214202, ""value"": ""7167.5""}"
LightLux,1780278219201,2026-06-01 09:43:39,7116.67,"{""time"": 1780278219201, ""value"": ""7116.67""}"
LightLux,1780278224202,2026-06-01 09:43:44,7062.5,"{""time"": 1780278224202, ""value"": ""7062.5""}"
LightLux,1780278229201,2026-06-01 09:43:49,7015.83,"{""time"": 1780278229201, ""value"": ""7015.83""}"
LightLux,1780278234247,2026-06-01 09:43:54,6973.33,"{""time"": 1780278234247, ""value"": ""6973.33""}"
LightLux,1780278239221,2026-06-01 09:43:59,6930,"{""time"": 1780278239221, ""value"": ""6930""}"
LightLux,1780278244220,2026-06-01 09:44:04,6895,"{""time"": 1780278244220, ""value"": ""6895""}"
LightLux,1780278249216,2026-06-01 09:44:09,6870,"{""time"": 1780278249216, ""value"": ""6870""}"
LightLux,1780278254401,2026-06-01 09:44:14,6840,"{""time"": 1780278254401, ""value"": ""6840""}"
LightLux,1780278259218,2026-06-01 09:44:19,6837.5,"{""time"": 1780278259218, ""value"": ""6837.5""}"
LightLux,1780278264211,2026-06-01 09:44:24,6831.67,"{""time"": 1780278264211, ""value"": ""6831.67""}"
LightLux,1780278269220,2026-06-01 09:44:29,6831.67,"{""time"": 1780278269220, ""value"": ""6831.67""}"
LightLux,1780278274337,2026-06-01 09:44:34,6834.17,"{""time"": 1780278274337, ""value"": ""6834.17""}"
LightLux,1780278279219,2026-06-01 09:44:39,6830.83,"{""time"": 1780278279219, ""value"": ""6830.83""}"
LightLux,1780278284200,2026-06-01 09:44:44,6826.67,"{""time"": 1780278284200, ""value"": ""6826.67""}"
LightLux,1780278289216,2026-06-01 09:44:49,6825.83,"{""time"": 1780278289216, ""value"": ""6825.83""}"
LightLux,1780278294364,2026-06-01 09:44:54,6826.67,"{""time"": 1780278294364, ""value"": ""6826.67""}"
LightLux,1780278299221,2026-06-01 09:44:59,6839.17,"{""time"": 1780278299221, ""value"": ""6839.17""}"
LightLux,1780278304216,2026-06-01 09:45:04,6833.33,"{""time"": 1780278304216, ""value"": ""6833.33""}"
LightLux,1780278309212,2026-06-01 09:45:09,6826.67,"{""time"": 1780278309212, ""value"": ""6826.67""}"
LightLux,1780278314213,2026-06-01 09:45:14,6817.5,"{""time"": 1780278314213, ""value"": ""6817.5""}"
LightLux,1780278319204,2026-06-01 09:45:19,6814.17,"{""time"": 1780278319204, ""value"": ""6814.17""}"
LightLux,1780278324218,2026-06-01 09:45:24,6825.83,"{""time"": 1780278324218, ""value"": ""6825.83""}"
LightLux,1780278329240,2026-06-01 09:45:29,6835,"{""time"": 1780278329240, ""value"": ""6835""}"
LightLux,1780278334218,2026-06-01 09:45:34,6857.5,"{""time"": 1780278334218, ""value"": ""6857.5""}"
LightLux,1780278339214,2026-06-01 09:45:39,6894.17,"{""time"": 1780278339214, ""value"": ""6894.17""}"
LightLux,1780278344221,2026-06-01 09:45:44,6934.17,"{""time"": 1780278344221, ""value"": ""6934.17""}"
LightLux,1780278349210,2026-06-01 09:45:49,6958.33,"{""time"": 1780278349210, ""value"": ""6958.33""}"
LightLux,1780278354223,2026-06-01 09:45:54,6989.17,"{""time"": 1780278354223, ""value"": ""6989.17""}"
LightLux,1780278359221,2026-06-01 09:45:59,7030,"{""time"": 1780278359221, ""value"": ""7030""}"
LightLux,1780278364221,2026-06-01 09:46:04,7073.33,"{""time"": 1780278364221, ""value"": ""7073.33""}"
LightLux,1780278369217,2026-06-01 09:46:09,7119.17,"{""time"": 1780278369217, ""value"": ""7119.17""}"
LightLux,1780278374220,2026-06-01 09:46:14,7177.5,"{""time"": 1780278374220, ""value"": ""7177.5""}"
LightLux,1780278379211,2026-06-01 09:46:19,7244.17,"{""time"": 1780278379211, ""value"": ""7244.17""}"
LightLux,1780278384221,2026-06-01 09:46:24,7346.67,"{""time"": 1780278384221, ""value"": ""7346.67""}"
LightLux,1780278389218,2026-06-01 09:46:29,7473.33,"{""time"": 1780278389218, ""value"": ""7473.33""}"
LightLux,1780278394219,2026-06-01 09:46:34,7520.83,"{""time"": 1780278394219, ""value"": ""7520.83""}"
LightLux,1780278399218,2026-06-01 09:46:39,7595,"{""time"": 1780278399218, ""value"": ""7595""}"
LightLux,1780278404220,2026-06-01 09:46:44,7747.5,"{""time"": 1780278404220, ""value"": ""7747.5""}"
LightLux,1780278409215,2026-06-01 09:46:49,7790,"{""time"": 1780278409215, ""value"": ""7790""}"
LightLux,1780278414217,2026-06-01 09:46:54,7879.17,"{""time"": 1780278414217, ""value"": ""7879.17""}"
LightLux,1780278419218,2026-06-01 09:46:59,7998.33,"{""time"": 1780278419218, ""value"": ""7998.33""}"
LightLux,1780278424215,2026-06-01 09:47:04,8141.67,"{""time"": 1780278424215, ""value"": ""8141.67""}"
LightLux,1780278429210,2026-06-01 09:47:09,8318.33,"{""time"": 1780278429210, ""value"": ""8318.33""}"
LightLux,1780278434209,2026-06-01 09:47:14,8467.5,"{""time"": 1780278434209, ""value"": ""8467.5""}"
LightLux,1780278439267,2026-06-01 09:47:19,8580,"{""time"": 1780278439267, ""value"": ""8580""}"
LightLux,1780278444246,2026-06-01 09:47:24,8715.83,"{""time"": 1780278444246, ""value"": ""8715.83""}"
LightLux,1780278449206,2026-06-01 09:47:29,8840,"{""time"": 1780278449206, ""value"": ""8840""}"
LightLux,1780278454206,2026-06-01 09:47:34,9090,"{""time"": 1780278454206, ""value"": ""9090""}"
LightLux,1780278459217,2026-06-01 09:47:39,9130.83,"{""time"": 1780278459217, ""value"": ""9130.83""}"
LightLux,1780278464201,2026-06-01 09:47:44,9133.33,"{""time"": 1780278464201, ""value"": ""9133.33""}"
LightLux,1780278469206,2026-06-01 09:47:49,9148.33,"{""time"": 1780278469206, ""value"": ""9148.33""}"
LightLux,1780278474207,2026-06-01 09:47:54,9135,"{""time"": 1780278474207, ""value"": ""9135""}"
LightLux,1780278479213,2026-06-01 09:47:59,9135.83,"{""time"": 1780278479213, ""value"": ""9135.83""}"
LightLux,1780278484193,2026-06-01 09:48:04,9146.67,"{""time"": 1780278484193, ""value"": ""9146.67""}"
LightLux,1780278489237,2026-06-01 09:48:09,9123.33,"{""time"": 1780278489237, ""value"": ""9123.33""}"
LightLux,1780278494206,2026-06-01 09:48:14,9165.83,"{""time"": 1780278494206, ""value"": ""9165.83""}"
LightLux,1780278499192,2026-06-01 09:48:19,9218.33,"{""time"": 1780278499192, ""value"": ""9218.33""}"
LightLux,1780278504191,2026-06-01 09:48:24,9180,"{""time"": 1780278504191, ""value"": ""9180""}"
LightLux,1780278509192,2026-06-01 09:48:29,9471.67,"{""time"": 1780278509192, ""value"": ""9471.67""}"
LightLux,1780278514208,2026-06-01 09:48:34,9413.33,"{""time"": 1780278514208, ""value"": ""9413.33""}"
LightLux,1780278519231,2026-06-01 09:48:39,9505.83,"{""time"": 1780278519231, ""value"": ""9505.83""}"
LightLux,1780278524190,2026-06-01 09:48:44,9718.33,"{""time"": 1780278524190, ""value"": ""9718.33""}"
LightLux,1780278529200,2026-06-01 09:48:49,9596.67,"{""time"": 1780278529200, ""value"": ""9596.67""}"
LightLux,1780278534200,2026-06-01 09:48:54,9695,"{""time"": 1780278534200, ""value"": ""9695""}"
LightLux,1780278539191,2026-06-01 09:48:59,9971.67,"{""time"": 1780278539191, ""value"": ""9971.67""}"
LightLux,1780278544205,2026-06-01 09:49:04,9813.33,"{""time"": 1780278544205, ""value"": ""9813.33""}"
LightLux,1780278549188,2026-06-01 09:49:09,10130.83,"{""time"": 1780278549188, ""value"": ""10130.83""}"
LightLux,1780278554210,2026-06-01 09:49:14,10145.83,"{""time"": 1780278554210, ""value"": ""10145.83""}"
LightLux,1780278559191,2026-06-01 09:49:19,10400,"{""time"": 1780278559191, ""value"": ""10400""}"
LightLux,1780278564189,2026-06-01 09:49:24,10698.33,"{""time"": 1780278564189, ""value"": ""10698.33""}"
LightLux,1780278569204,2026-06-01 09:49:29,10377.5,"{""time"": 1780278569204, ""value"": ""10377.5""}"
LightLux,1780278574212,2026-06-01 09:49:34,10071.67,"{""time"": 1780278574212, ""value"": ""10071.67""}"
LightLux,1780278579206,2026-06-01 09:49:39,9553.33,"{""time"": 1780278579206, ""value"": ""9553.33""}"
LightLux,1780278584200,2026-06-01 09:49:44,9060.83,"{""time"": 1780278584200, ""value"": ""9060.83""}"
LightLux,1780278589199,2026-06-01 09:49:49,8558.33,"{""time"": 1780278589199, ""value"": ""8558.33""}"
LightLux,1780278594211,2026-06-01 09:49:54,8464.17,"{""time"": 1780278594211, ""value"": ""8464.17""}"
LightLux,1780278599205,2026-06-01 09:49:59,8451.67,"{""time"": 1780278599205, ""value"": ""8451.67""}"
LightLux,1780278604201,2026-06-01 09:50:04,8476.67,"{""time"": 1780278604201, ""value"": ""8476.67""}"
LightLux,1780278609206,2026-06-01 09:50:09,8698.33,"{""time"": 1780278609206, ""value"": ""8698.33""}"
LightLux,1780278614192,2026-06-01 09:50:14,9195.83,"{""time"": 1780278614192, ""value"": ""9195.83""}"
LightLux,1780278619213,2026-06-01 09:50:19,8843.33,"{""time"": 1780278619213, ""value"": ""8843.33""}"
LightLux,1780278624197,2026-06-01 09:50:24,9223.33,"{""time"": 1780278624197, ""value"": ""9223.33""}"
LightLux,1780278629209,2026-06-01 09:50:29,9636.67,"{""time"": 1780278629209, ""value"": ""9636.67""}"
LightLux,1780278634209,2026-06-01 09:50:34,9861.67,"{""time"": 1780278634209, ""value"": ""9861.67""}"
LightLux,1780278639203,2026-06-01 09:50:39,9879.17,"{""time"": 1780278639203, ""value"": ""9879.17""}"
LightLux,1780278644208,2026-06-01 09:50:44,9453.33,"{""time"": 1780278644208, ""value"": ""9453.33""}"
LightLux,1780278649238,2026-06-01 09:50:49,8875,"{""time"": 1780278649238, ""value"": ""8875""}"
LightLux,1780278654211,2026-06-01 09:50:54,9246.67,"{""time"": 1780278654211, ""value"": ""9246.67""}"
LightLux,1780278659210,2026-06-01 09:50:59,9151.67,"{""time"": 1780278659210, ""value"": ""9151.67""}"
LightLux,1780278664208,2026-06-01 09:51:04,8302.5,"{""time"": 1780278664208, ""value"": ""8302.5""}"
LightLux,1780278669212,2026-06-01 09:51:09,8373.33,"{""time"": 1780278669212, ""value"": ""8373.33""}"
LightLux,1780278674210,2026-06-01 09:51:14,8541.67,"{""time"": 1780278674210, ""value"": ""8541.67""}"
LightLux,1780278679214,2026-06-01 09:51:19,8115,"{""time"": 1780278679214, ""value"": ""8115""}"
LightLux,1780278684208,2026-06-01 09:51:24,8053.33,"{""time"": 1780278684208, ""value"": ""8053.33""}"
LightLux,1780278689207,2026-06-01 09:51:29,8012.5,"{""time"": 1780278689207, ""value"": ""8012.5""}"
LightLux,1780278694208,2026-06-01 09:51:34,7973.33,"{""time"": 1780278694208, ""value"": ""7973.33""}"
LightLux,1780278699200,2026-06-01 09:51:39,7907.5,"{""time"": 1780278699200, ""value"": ""7907.5""}"
LightLux,1780278704232,2026-06-01 09:51:44,7834.17,"{""time"": 1780278704232, ""value"": ""7834.17""}"
LightLux,1780278709204,2026-06-01 09:51:49,7778.33,"{""time"": 1780278709204, ""value"": ""7778.33""}"
LightLux,1780278714203,2026-06-01 09:51:54,7745.83,"{""time"": 1780278714203, ""value"": ""7745.83""}"
LightLux,1780278719201,2026-06-01 09:51:59,7757.5,"{""time"": 1780278719201, ""value"": ""7757.5""}"
LightLux,1780278724435,2026-06-01 09:52:04,7803.33,"{""time"": 1780278724435, ""value"": ""7803.33""}"
LightLux,1780278729201,2026-06-01 09:52:09,7859.17,"{""time"": 1780278729201, ""value"": ""7859.17""}"
LightLux,1780278734204,2026-06-01 09:52:14,7907.5,"{""time"": 1780278734204, ""value"": ""7907.5""}"
