属性标识符,时间(ms),时间,属性值,原始JSON
LightLux,1780276549262,2026-06-01 09:15:49,7018.33,"{""time"": 1780276549262, ""value"": ""7018.33""}"
LightLux,1780276554263,2026-06-01 09:15:54,6920,"{""time"": 1780276554263, ""value"": ""6920""}"
LightLux,1780276559262,2026-06-01 09:15:59,6810.83,"{""time"": 1780276559262, ""value"": ""6810.83""}"
LightLux,1780276564264,2026-06-01 09:16:04,6700,"{""time"": 1780276564264, ""value"": ""6700""}"
LightLux,1780276569265,2026-06-01 09:16:09,6579.17,"{""time"": 1780276569265, ""value"": ""6579.17""}"
LightLux,1780276574262,2026-06-01 09:16:14,6451.67,"{""time"": 1780276574262, ""value"": ""6451.67""}"
LightLux,1780276579260,2026-06-01 09:16:19,6320.83,"{""time"": 1780276579260, ""value"": ""6320.83""}"
LightLux,1780276584270,2026-06-01 09:16:24,6180.83,"{""time"": 1780276584270, ""value"": ""6180.83""}"
LightLux,1780276589260,2026-06-01 09:16:29,6026.67,"{""time"": 1780276589260, ""value"": ""6026.67""}"
LightLux,1780276594321,2026-06-01 09:16:34,5872.5,"{""time"": 1780276594321, ""value"": ""5872.5""}"
LightLux,1780276599261,2026-06-01 09:16:39,5706.67,"{""time"": 1780276599261, ""value"": ""5706.67""}"
LightLux,1780276604256,2026-06-01 09:16:44,5549.17,"{""time"": 1780276604256, ""value"": ""5549.17""}"
LightLux,1780276609293,2026-06-01 09:16:49,5391.67,"{""time"": 1780276609293, ""value"": ""5391.67""}"
LightLux,1780276614261,2026-06-01 09:16:54,5250.83,"{""time"": 1780276614261, ""value"": ""5250.83""}"
LightLux,1780276619258,2026-06-01 09:16:59,5126.67,"{""time"": 1780276619258, ""value"": ""5126.67""}"
LightLux,1780276624267,2026-06-01 09:17:04,5012.5,"{""time"": 1780276624267, ""value"": ""5012.5""}"
LightLux,1780276629255,2026-06-01 09:17:09,4910,"{""time"": 1780276629255, ""value"": ""4910""}"
LightLux,1780276634253,2026-06-01 09:17:14,4813.33,"{""time"": 1780276634253, ""value"": ""4813.33""}"
LightLux,1780276639318,2026-06-01 09:17:19,4725,"{""time"": 1780276639318, ""value"": ""4725""}"
LightLux,1780276644253,2026-06-01 09:17:24,4645.83,"{""time"": 1780276644253, ""value"": ""4645.83""}"
LightLux,1780276649252,2026-06-01 09:17:29,4583.33,"{""time"": 1780276649252, ""value"": ""4583.33""}"
LightLux,1780276654251,2026-06-01 09:17:34,4520.83,"{""time"": 1780276654251, ""value"": ""4520.83""}"
LightLux,1780276659275,2026-06-01 09:17:39,4471.67,"{""time"": 1780276659275, ""value"": ""4471.67""}"
LightLux,1780276664253,2026-06-01 09:17:44,4436.67,"{""time"": 1780276664253, ""value"": ""4436.67""}"
LightLux,1780276669263,2026-06-01 09:17:49,4407.5,"{""time"": 1780276669263, ""value"": ""4407.5""}"
LightLux,1780276674262,2026-06-01 09:17:54,4380.83,"{""time"": 1780276674262, ""value"": ""4380.83""}"
LightLux,1780276679250,2026-06-01 09:17:59,4360,"{""time"": 1780276679250, ""value"": ""4360""}"
LightLux,1780276684260,2026-06-01 09:18:04,4345.83,"{""time"": 1780276684260, ""value"": ""4345.83""}"
LightLux,1780276689278,2026-06-01 09:18:09,4342.5,"{""time"": 1780276689278, ""value"": ""4342.5""}"
LightLux,1780276694258,2026-06-01 09:18:14,4344.17,"{""time"": 1780276694258, ""value"": ""4344.17""}"
LightLux,1780276699371,2026-06-01 09:18:19,4348.33,"{""time"": 1780276699371, ""value"": ""4348.33""}"
LightLux,1780276704250,2026-06-01 09:18:24,4377.5,"{""time"": 1780276704250, ""value"": ""4377.5""}"
LightLux,1780276709239,2026-06-01 09:18:29,4377.5,"{""time"": 1780276709239, ""value"": ""4377.5""}"
LightLux,1780276714564,2026-06-01 09:18:34,4375.83,"{""time"": 1780276714564, ""value"": ""4375.83""}"
LightLux,1780276719251,2026-06-01 09:18:39,4385,"{""time"": 1780276719251, ""value"": ""4385""}"
LightLux,1780276724251,2026-06-01 09:18:44,4410.83,"{""time"": 1780276724251, ""value"": ""4410.83""}"
LightLux,1780276729409,2026-06-01 09:18:49,4423.33,"{""time"": 1780276729409, ""value"": ""4423.33""}"
LightLux,1780276734245,2026-06-01 09:18:54,4428.33,"{""time"": 1780276734245, ""value"": ""4428.33""}"
LightLux,1780276739251,2026-06-01 09:18:59,4430,"{""time"": 1780276739251, ""value"": ""4430""}"
LightLux,1780276744450,2026-06-01 09:19:04,4422.5,"{""time"": 1780276744450, ""value"": ""4422.5""}"
LightLux,1780276749253,2026-06-01 09:19:09,4443.33,"{""time"": 1780276749253, ""value"": ""4443.33""}"
LightLux,1780276754259,2026-06-01 09:19:14,4477.5,"{""time"": 1780276754259, ""value"": ""4477.5""}"
LightLux,1780276759246,2026-06-01 09:19:19,4525.83,"{""time"": 1780276759246, ""value"": ""4525.83""}"
LightLux,1780276764248,2026-06-01 09:19:24,4570.83,"{""time"": 1780276764248, ""value"": ""4570.83""}"
LightLux,1780276769253,2026-06-01 09:19:29,4630,"{""time"": 1780276769253, ""value"": ""4630""}"
LightLux,1780276774261,2026-06-01 09:19:34,4686.67,"{""time"": 1780276774261, ""value"": ""4686.67""}"
LightLux,1780276779252,2026-06-01 09:19:39,4758.33,"{""time"": 1780276779252, ""value"": ""4758.33""}"
LightLux,1780276784257,2026-06-01 09:19:44,4831.67,"{""time"": 1780276784257, ""value"": ""4831.67""}"
LightLux,1780276789277,2026-06-01 09:19:49,4868.33,"{""time"": 1780276789277, ""value"": ""4868.33""}"
LightLux,1780276794400,2026-06-01 09:19:54,4869.17,"{""time"": 1780276794400, ""value"": ""4869.17""}"
LightLux,1780276799238,2026-06-01 09:19:59,4907.5,"{""time"": 1780276799238, ""value"": ""4907.5""}"
LightLux,1780276804236,2026-06-01 09:20:04,4965,"{""time"": 1780276804236, ""value"": ""4965""}"
LightLux,1780276809254,2026-06-01 09:20:09,5032.5,"{""time"": 1780276809254, ""value"": ""5032.5""}"
LightLux,1780276814252,2026-06-01 09:20:14,5108.33,"{""time"": 1780276814252, ""value"": ""5108.33""}"
LightLux,1780276819251,2026-06-01 09:20:19,5188.33,"{""time"": 1780276819251, ""value"": ""5188.33""}"
LightLux,1780276824247,2026-06-01 09:20:24,5267.5,"{""time"": 1780276824247, ""value"": ""5267.5""}"
LightLux,1780276829247,2026-06-01 09:20:29,5351.67,"{""time"": 1780276829247, ""value"": ""5351.67""}"
LightLux,1780276834248,2026-06-01 09:20:34,5440.83,"{""time"": 1780276834248, ""value"": ""5440.83""}"
LightLux,1780276839245,2026-06-01 09:20:39,5529.17,"{""time"": 1780276839245, ""value"": ""5529.17""}"
LightLux,1780276844266,2026-06-01 09:20:44,5615,"{""time"": 1780276844266, ""value"": ""5615""}"
LightLux,1780276849251,2026-06-01 09:20:49,5696.67,"{""time"": 1780276849251, ""value"": ""5696.67""}"
LightLux,1780276854250,2026-06-01 09:20:54,5774.17,"{""time"": 1780276854250, ""value"": ""5774.17""}"
LightLux,1780276859319,2026-06-01 09:20:59,5850,"{""time"": 1780276859319, ""value"": ""5850""}"
LightLux,1780276864259,2026-06-01 09:21:04,5910,"{""time"": 1780276864259, ""value"": ""5910""}"
LightLux,1780276869290,2026-06-01 09:21:09,5956.67,"{""time"": 1780276869290, ""value"": ""5956.67""}"
LightLux,1780276874253,2026-06-01 09:21:14,5996.67,"{""time"": 1780276874253, ""value"": ""5996.67""}"
LightLux,1780276879249,2026-06-01 09:21:19,6026.67,"{""time"": 1780276879249, ""value"": ""6026.67""}"
LightLux,1780276884250,2026-06-01 09:21:24,6045,"{""time"": 1780276884250, ""value"": ""6045""}"
LightLux,1780276889250,2026-06-01 09:21:29,6059.17,"{""time"": 1780276889250, ""value"": ""6059.17""}"
LightLux,1780276894250,2026-06-01 09:21:34,6068.33,"{""time"": 1780276894250, ""value"": ""6068.33""}"
LightLux,1780276899251,2026-06-01 09:21:39,6083.33,"{""time"": 1780276899251, ""value"": ""6083.33""}"
LightLux,1780276904281,2026-06-01 09:21:44,6107.5,"{""time"": 1780276904281, ""value"": ""6107.5""}"
LightLux,1780276909244,2026-06-01 09:21:49,6134.17,"{""time"": 1780276909244, ""value"": ""6134.17""}"
LightLux,1780276914249,2026-06-01 09:21:54,6145.83,"{""time"": 1780276914249, ""value"": ""6145.83""}"
LightLux,1780276919248,2026-06-01 09:21:59,6157.5,"{""time"": 1780276919248, ""value"": ""6157.5""}"
LightLux,1780276924244,2026-06-01 09:22:04,6162.5,"{""time"": 1780276924244, ""value"": ""6162.5""}"
LightLux,1780276929337,2026-06-01 09:22:09,6159.17,"{""time"": 1780276929337, ""value"": ""6159.17""}"
LightLux,1780276934254,2026-06-01 09:22:14,6151.67,"{""time"": 1780276934254, ""value"": ""6151.67""}"
LightLux,1780276939330,2026-06-01 09:22:19,6143.33,"{""time"": 1780276939330, ""value"": ""6143.33""}"
LightLux,1780276944249,2026-06-01 09:22:24,6136.67,"{""time"": 1780276944249, ""value"": ""6136.67""}"
LightLux,1780276949266,2026-06-01 09:22:29,6132.5,"{""time"": 1780276949266, ""value"": ""6132.5""}"
LightLux,1780276954241,2026-06-01 09:22:34,6127.5,"{""time"": 1780276954241, ""value"": ""6127.5""}"
LightLux,1780276959268,2026-06-01 09:22:39,6123.33,"{""time"": 1780276959268, ""value"": ""6123.33""}"
LightLux,1780276964329,2026-06-01 09:22:44,6114.17,"{""time"": 1780276964329, ""value"": ""6114.17""}"
LightLux,1780276969239,2026-06-01 09:22:49,6103.33,"{""time"": 1780276969239, ""value"": ""6103.33""}"
LightLux,1780276974244,2026-06-01 09:22:54,6096.67,"{""time"": 1780276974244, ""value"": ""6096.67""}"
LightLux,1780276979254,2026-06-01 09:22:59,6093.33,"{""time"": 1780276979254, ""value"": ""6093.33""}"
LightLux,1780276984249,2026-06-01 09:23:04,6093.33,"{""time"": 1780276984249, ""value"": ""6093.33""}"
LightLux,1780276989247,2026-06-01 09:23:09,6092.5,"{""time"": 1780276989247, ""value"": ""6092.5""}"
LightLux,1780276994236,2026-06-01 09:23:14,6089.17,"{""time"": 1780276994236, ""value"": ""6089.17""}"
LightLux,1780276999249,2026-06-01 09:23:19,6085.83,"{""time"": 1780276999249, ""value"": ""6085.83""}"
LightLux,1780277004250,2026-06-01 09:23:24,6078.33,"{""time"": 1780277004250, ""value"": ""6078.33""}"
LightLux,1780277009248,2026-06-01 09:23:29,6064.17,"{""time"": 1780277009248, ""value"": ""6064.17""}"
LightLux,1780277014238,2026-06-01 09:23:34,6044.17,"{""time"": 1780277014238, ""value"": ""6044.17""}"
LightLux,1780277019249,2026-06-01 09:23:39,6028.33,"{""time"": 1780277019249, ""value"": ""6028.33""}"
LightLux,1780277024260,2026-06-01 09:23:44,5977.5,"{""time"": 1780277024260, ""value"": ""5977.5""}"
LightLux,1780277029238,2026-06-01 09:23:49,5947.5,"{""time"": 1780277029238, ""value"": ""5947.5""}"
LightLux,1780277034251,2026-06-01 09:23:54,5915.83,"{""time"": 1780277034251, ""value"": ""5915.83""}"
LightLux,1780277039250,2026-06-01 09:23:59,5864.17,"{""time"": 1780277039250, ""value"": ""5864.17""}"
LightLux,1780277044252,2026-06-01 09:24:04,5823.33,"{""time"": 1780277044252, ""value"": ""5823.33""}"
LightLux,1780277049245,2026-06-01 09:24:09,5786.67,"{""time"": 1780277049245, ""value"": ""5786.67""}"
LightLux,1780277054252,2026-06-01 09:24:14,5756.67,"{""time"": 1780277054252, ""value"": ""5756.67""}"
LightLux,1780277059245,2026-06-01 09:24:19,5723.33,"{""time"": 1780277059245, ""value"": ""5723.33""}"
LightLux,1780277064264,2026-06-01 09:24:24,5704.17,"{""time"": 1780277064264, ""value"": ""5704.17""}"
LightLux,1780277069253,2026-06-01 09:24:29,5684.17,"{""time"": 1780277069253, ""value"": ""5684.17""}"
LightLux,1780277074250,2026-06-01 09:24:34,5671.67,"{""time"": 1780277074250, ""value"": ""5671.67""}"
LightLux,1780277079236,2026-06-01 09:24:39,5669.17,"{""time"": 1780277079236, ""value"": ""5669.17""}"
LightLux,1780277084237,2026-06-01 09:24:44,5673.33,"{""time"": 1780277084237, ""value"": ""5673.33""}"
LightLux,1780277089244,2026-06-01 09:24:49,5689.17,"{""time"": 1780277089244, ""value"": ""5689.17""}"
LightLux,1780277094248,2026-06-01 09:24:54,5700,"{""time"": 1780277094248, ""value"": ""5700""}"
LightLux,1780277099250,2026-06-01 09:24:59,5710,"{""time"": 1780277099250, ""value"": ""5710""}"
LightLux,1780277104234,2026-06-01 09:25:04,5730,"{""time"": 1780277104234, ""value"": ""5730""}"
LightLux,1780277109254,2026-06-01 09:25:09,5755.83,"{""time"": 1780277109254, ""value"": ""5755.83""}"
LightLux,1780277114338,2026-06-01 09:25:14,5790.83,"{""time"": 1780277114338, ""value"": ""5790.83""}"
LightLux,1780277119249,2026-06-01 09:25:19,5830.83,"{""time"": 1780277119249, ""value"": ""5830.83""}"
LightLux,1780277124252,2026-06-01 09:25:24,5875,"{""time"": 1780277124252, ""value"": ""5875""}"
LightLux,1780277129247,2026-06-01 09:25:29,5924.17,"{""time"": 1780277129247, ""value"": ""5924.17""}"
LightLux,1780277134250,2026-06-01 09:25:34,5981.67,"{""time"": 1780277134250, ""value"": ""5981.67""}"
LightLux,1780277139238,2026-06-01 09:25:39,6040.83,"{""time"": 1780277139238, ""value"": ""6040.83""}"
LightLux,1780277144252,2026-06-01 09:25:44,6109.17,"{""time"": 1780277144252, ""value"": ""6109.17""}"
LightLux,1780277149239,2026-06-01 09:25:49,6182.5,"{""time"": 1780277149239, ""value"": ""6182.5""}"
LightLux,1780277154280,2026-06-01 09:25:54,6247.5,"{""time"": 1780277154280, ""value"": ""6247.5""}"
LightLux,1780277159239,2026-06-01 09:25:59,6316.67,"{""time"": 1780277159239, ""value"": ""6316.67""}"
LightLux,1780277164295,2026-06-01 09:26:04,6389.17,"{""time"": 1780277164295, ""value"": ""6389.17""}"
LightLux,1780277169244,2026-06-01 09:26:09,6453.33,"{""time"": 1780277169244, ""value"": ""6453.33""}"
LightLux,1780277174255,2026-06-01 09:26:14,6520,"{""time"": 1780277174255, ""value"": ""6520""}"
LightLux,1780277179240,2026-06-01 09:26:19,6577.5,"{""time"": 1780277179240, ""value"": ""6577.5""}"
LightLux,1780277184252,2026-06-01 09:26:24,6647.5,"{""time"": 1780277184252, ""value"": ""6647.5""}"
LightLux,1780277189240,2026-06-01 09:26:29,6717.5,"{""time"": 1780277189240, ""value"": ""6717.5""}"
LightLux,1780277194374,2026-06-01 09:26:34,6778.33,"{""time"": 1780277194374, ""value"": ""6778.33""}"
LightLux,1780277199241,2026-06-01 09:26:39,6863.33,"{""time"": 1780277199241, ""value"": ""6863.33""}"
LightLux,1780277204254,2026-06-01 09:26:44,6926.67,"{""time"": 1780277204254, ""value"": ""6926.67""}"
LightLux,1780277209242,2026-06-01 09:26:49,6986.67,"{""time"": 1780277209242, ""value"": ""6986.67""}"
LightLux,1780277214394,2026-06-01 09:26:54,7055,"{""time"": 1780277214394, ""value"": ""7055""}"
LightLux,1780277219234,2026-06-01 09:26:59,7147.5,"{""time"": 1780277219234, ""value"": ""7147.5""}"
LightLux,1780277224260,2026-06-01 09:27:04,7201.67,"{""time"": 1780277224260, ""value"": ""7201.67""}"
LightLux,1780277229262,2026-06-01 09:27:09,7265.83,"{""time"": 1780277229262, ""value"": ""7265.83""}"
LightLux,1780277234241,2026-06-01 09:27:14,7335,"{""time"": 1780277234241, ""value"": ""7335""}"
LightLux,1780277239231,2026-06-01 09:27:19,7396.67,"{""time"": 1780277239231, ""value"": ""7396.67""}"
LightLux,1780277244247,2026-06-01 09:27:24,7457.5,"{""time"": 1780277244247, ""value"": ""7457.5""}"
LightLux,1780277249230,2026-06-01 09:27:29,7504.17,"{""time"": 1780277249230, ""value"": ""7504.17""}"
LightLux,1780277254240,2026-06-01 09:27:34,7558.33,"{""time"": 1780277254240, ""value"": ""7558.33""}"
LightLux,1780277259233,2026-06-01 09:27:39,7610,"{""time"": 1780277259233, ""value"": ""7610""}"
LightLux,1780277264246,2026-06-01 09:27:44,7665.83,"{""time"": 1780277264246, ""value"": ""7665.83""}"
LightLux,1780277269228,2026-06-01 09:27:49,7730.83,"{""time"": 1780277269228, ""value"": ""7730.83""}"
LightLux,1780277274243,2026-06-01 09:27:54,7794.17,"{""time"": 1780277274243, ""value"": ""7794.17""}"
LightLux,1780277279238,2026-06-01 09:27:59,7850.83,"{""time"": 1780277279238, ""value"": ""7850.83""}"
LightLux,1780277284268,2026-06-01 09:28:04,7899.17,"{""time"": 1780277284268, ""value"": ""7899.17""}"
LightLux,1780277289226,2026-06-01 09:28:09,7946.67,"{""time"": 1780277289226, ""value"": ""7946.67""}"
LightLux,1780277294238,2026-06-01 09:28:14,7980.83,"{""time"": 1780277294238, ""value"": ""7980.83""}"
LightLux,1780277299235,2026-06-01 09:28:19,8000,"{""time"": 1780277299235, ""value"": ""8000""}"
LightLux,1780277304250,2026-06-01 09:28:24,8019.17,"{""time"": 1780277304250, ""value"": ""8019.17""}"
LightLux,1780277309226,2026-06-01 09:28:29,8035,"{""time"": 1780277309226, ""value"": ""8035""}"
LightLux,1780277314250,2026-06-01 09:28:34,8045.83,"{""time"": 1780277314250, ""value"": ""8045.83""}"
LightLux,1780277319251,2026-06-01 09:28:39,8041.67,"{""time"": 1780277319251, ""value"": ""8041.67""}"
LightLux,1780277324245,2026-06-01 09:28:44,8030.83,"{""time"": 1780277324245, ""value"": ""8030.83""}"
LightLux,1780277329226,2026-06-01 09:28:49,8012.5,"{""time"": 1780277329226, ""value"": ""8012.5""}"
LightLux,1780277334248,2026-06-01 09:28:54,7991.67,"{""time"": 1780277334248, ""value"": ""7991.67""}"
LightLux,1780277339234,2026-06-01 09:28:59,7961.67,"{""time"": 1780277339234, ""value"": ""7961.67""}"
LightLux,1780277344303,2026-06-01 09:29:04,7935.83,"{""time"": 1780277344303, ""value"": ""7935.83""}"
LightLux,1780277349223,2026-06-01 09:29:09,7895.83,"{""time"": 1780277349223, ""value"": ""7895.83""}"
LightLux,1780277354249,2026-06-01 09:29:14,7859.17,"{""time"": 1780277354249, ""value"": ""7859.17""}"
LightLux,1780277359234,2026-06-01 09:29:19,7811.67,"{""time"": 1780277359234, ""value"": ""7811.67""}"
LightLux,1780277364248,2026-06-01 09:29:24,7744.17,"{""time"": 1780277364248, ""value"": ""7744.17""}"
LightLux,1780277369233,2026-06-01 09:29:29,7688.33,"{""time"": 1780277369233, ""value"": ""7688.33""}"
LightLux,1780277374253,2026-06-01 09:29:34,7639.17,"{""time"": 1780277374253, ""value"": ""7639.17""}"
LightLux,1780277379235,2026-06-01 09:29:39,7587.5,"{""time"": 1780277379235, ""value"": ""7587.5""}"
LightLux,1780277384234,2026-06-01 09:29:44,7569.17,"{""time"": 1780277384234, ""value"": ""7569.17""}"
LightLux,1780277389225,2026-06-01 09:29:49,7553.33,"{""time"": 1780277389225, ""value"": ""7553.33""}"
LightLux,1780277394250,2026-06-01 09:29:54,7524.17,"{""time"": 1780277394250, ""value"": ""7524.17""}"
LightLux,1780277399239,2026-06-01 09:29:59,7520,"{""time"": 1780277399239, ""value"": ""7520""}"
LightLux,1780277404244,2026-06-01 09:30:04,7524.17,"{""time"": 1780277404244, ""value"": ""7524.17""}"
LightLux,1780277409225,2026-06-01 09:30:09,7539.17,"{""time"": 1780277409225, ""value"": ""7539.17""}"
LightLux,1780277414257,2026-06-01 09:30:14,7560,"{""time"": 1780277414257, ""value"": ""7560""}"
LightLux,1780277419241,2026-06-01 09:30:19,7576.67,"{""time"": 1780277419241, ""value"": ""7576.67""}"
LightLux,1780277424283,2026-06-01 09:30:24,7606.67,"{""time"": 1780277424283, ""value"": ""7606.67""}"
LightLux,1780277429259,2026-06-01 09:30:29,7634.17,"{""time"": 1780277429259, ""value"": ""7634.17""}"
LightLux,1780277434251,2026-06-01 09:30:34,7668.33,"{""time"": 1780277434251, ""value"": ""7668.33""}"
LightLux,1780277439242,2026-06-01 09:30:39,7701.67,"{""time"": 1780277439242, ""value"": ""7701.67""}"
LightLux,1780277444253,2026-06-01 09:30:44,7754.17,"{""time"": 1780277444253, ""value"": ""7754.17""}"
LightLux,1780277449242,2026-06-01 09:30:49,7811.67,"{""time"": 1780277449242, ""value"": ""7811.67""}"
LightLux,1780277454252,2026-06-01 09:30:54,7870.83,"{""time"": 1780277454252, ""value"": ""7870.83""}"
LightLux,1780277459244,2026-06-01 09:30:59,7938.33,"{""time"": 1780277459244, ""value"": ""7938.33""}"
LightLux,1780277464258,2026-06-01 09:31:04,8009.17,"{""time"": 1780277464258, ""value"": ""8009.17""}"
LightLux,1780277469240,2026-06-01 09:31:09,8107.5,"{""time"": 1780277469240, ""value"": ""8107.5""}"
LightLux,1780277474255,2026-06-01 09:31:14,8207.5,"{""time"": 1780277474255, ""value"": ""8207.5""}"
LightLux,1780277479242,2026-06-01 09:31:19,8316.67,"{""time"": 1780277479242, ""value"": ""8316.67""}"
LightLux,1780277484438,2026-06-01 09:31:24,8430,"{""time"": 1780277484438, ""value"": ""8430""}"
LightLux,1780277489258,2026-06-01 09:31:29,8550,"{""time"": 1780277489258, ""value"": ""8550""}"
LightLux,1780277494248,2026-06-01 09:31:34,8679.17,"{""time"": 1780277494248, ""value"": ""8679.17""}"
LightLux,1780277499238,2026-06-01 09:31:39,8792.5,"{""time"": 1780277499238, ""value"": ""8792.5""}"
LightLux,1780277504247,2026-06-01 09:31:44,8900.83,"{""time"": 1780277504247, ""value"": ""8900.83""}"
LightLux,1780277509237,2026-06-01 09:31:49,9002.5,"{""time"": 1780277509237, ""value"": ""9002.5""}"
LightLux,1780277514245,2026-06-01 09:31:54,9102.5,"{""time"": 1780277514245, ""value"": ""9102.5""}"
LightLux,1780277519259,2026-06-01 09:31:59,9228.33,"{""time"": 1780277519259, ""value"": ""9228.33""}"
LightLux,1780277524243,2026-06-01 09:32:04,9331.67,"{""time"": 1780277524243, ""value"": ""9331.67""}"
LightLux,1780277529231,2026-06-01 09:32:09,9427.5,"{""time"": 1780277529231, ""value"": ""9427.5""}"
LightLux,1780277534255,2026-06-01 09:32:14,9498.33,"{""time"": 1780277534255, ""value"": ""9498.33""}"
LightLux,1780277539239,2026-06-01 09:32:19,9580.83,"{""time"": 1780277539239, ""value"": ""9580.83""}"
LightLux,1780277544240,2026-06-01 09:32:24,9651.67,"{""time"": 1780277544240, ""value"": ""9651.67""}"
LightLux,1780277549228,2026-06-01 09:32:29,9709.17,"{""time"": 1780277549228, ""value"": ""9709.17""}"
LightLux,1780277554377,2026-06-01 09:32:34,9757.5,"{""time"": 1780277554377, ""value"": ""9757.5""}"
LightLux,1780277559228,2026-06-01 09:32:39,9805.83,"{""time"": 1780277559228, ""value"": ""9805.83""}"
LightLux,1780277564246,2026-06-01 09:32:44,9849.17,"{""time"": 1780277564246, ""value"": ""9849.17""}"
LightLux,1780277569225,2026-06-01 09:32:49,9875.83,"{""time"": 1780277569225, ""value"": ""9875.83""}"
LightLux,1780277574231,2026-06-01 09:32:54,9906.67,"{""time"": 1780277574231, ""value"": ""9906.67""}"
LightLux,1780277579235,2026-06-01 09:32:59,9912.5,"{""time"": 1780277579235, ""value"": ""9912.5""}"
LightLux,1780277584239,2026-06-01 09:33:04,9916.67,"{""time"": 1780277584239, ""value"": ""9916.67""}"
LightLux,1780277589233,2026-06-01 09:33:09,9906.67,"{""time"": 1780277589233, ""value"": ""9906.67""}"
LightLux,1780277594236,2026-06-01 09:33:14,9860,"{""time"": 1780277594236, ""value"": ""9860""}"
LightLux,1780277599223,2026-06-01 09:33:19,9815.83,"{""time"": 1780277599223, ""value"": ""9815.83""}"
LightLux,1780277604253,2026-06-01 09:33:24,9767.5,"{""time"": 1780277604253, ""value"": ""9767.5""}"
LightLux,1780277609214,2026-06-01 09:33:29,9728.33,"{""time"": 1780277609214, ""value"": ""9728.33""}"
LightLux,1780277614232,2026-06-01 09:33:34,9687.5,"{""time"": 1780277614232, ""value"": ""9687.5""}"
LightLux,1780277619214,2026-06-01 09:33:39,9648.33,"{""time"": 1780277619214, ""value"": ""9648.33""}"
LightLux,1780277624220,2026-06-01 09:33:44,9612.5,"{""time"": 1780277624220, ""value"": ""9612.5""}"
LightLux,1780277629223,2026-06-01 09:33:49,9587.5,"{""time"": 1780277629223, ""value"": ""9587.5""}"
LightLux,1780277634240,2026-06-01 09:33:54,9574.17,"{""time"": 1780277634240, ""value"": ""9574.17""}"
LightLux,1780277639223,2026-06-01 09:33:59,9535,"{""time"": 1780277639223, ""value"": ""9535""}"
LightLux,1780277644219,2026-06-01 09:34:04,9498.33,"{""time"": 1780277644219, ""value"": ""9498.33""}"
LightLux,1780277649213,2026-06-01 09:34:09,9495.83,"{""time"": 1780277649213, ""value"": ""9495.83""}"
LightLux,1780277654219,2026-06-01 09:34:14,9484.17,"{""time"": 1780277654219, ""value"": ""9484.17""}"
LightLux,1780277659223,2026-06-01 09:34:19,9499.17,"{""time"": 1780277659223, ""value"": ""9499.17""}"
LightLux,1780277664289,2026-06-01 09:34:24,9540.83,"{""time"": 1780277664289, ""value"": ""9540.83""}"
LightLux,1780277669213,2026-06-01 09:34:29,9578.33,"{""time"": 1780277669213, ""value"": ""9578.33""}"
LightLux,1780277674361,2026-06-01 09:34:34,9595.83,"{""time"": 1780277674361, ""value"": ""9595.83""}"
LightLux,1780277679212,2026-06-01 09:34:39,9613.33,"{""time"": 1780277679212, ""value"": ""9613.33""}"
LightLux,1780277684220,2026-06-01 09:34:44,9634.17,"{""time"": 1780277684220, ""value"": ""9634.17""}"
LightLux,1780277689307,2026-06-01 09:34:49,9635,"{""time"": 1780277689307, ""value"": ""9635""}"
LightLux,1780277694220,2026-06-01 09:34:54,9638.33,"{""time"": 1780277694220, ""value"": ""9638.33""}"
LightLux,1780277699236,2026-06-01 09:34:59,9640.83,"{""time"": 1780277699236, ""value"": ""9640.83""}"
LightLux,1780277704230,2026-06-01 09:35:04,9642.5,"{""time"": 1780277704230, ""value"": ""9642.5""}"
LightLux,1780277709227,2026-06-01 09:35:09,9652.5,"{""time"": 1780277709227, ""value"": ""9652.5""}"
LightLux,1780277714232,2026-06-01 09:35:14,9654.17,"{""time"": 1780277714232, ""value"": ""9654.17""}"
LightLux,1780277719231,2026-06-01 09:35:19,9653.33,"{""time"": 1780277719231, ""value"": ""9653.33""}"
LightLux,1780277724226,2026-06-01 09:35:24,9647.5,"{""time"": 1780277724226, ""value"": ""9647.5""}"
LightLux,1780277729234,2026-06-01 09:35:29,9660,"{""time"": 1780277729234, ""value"": ""9660""}"
LightLux,1780277734275,2026-06-01 09:35:34,9663.33,"{""time"": 1780277734275, ""value"": ""9663.33""}"
LightLux,1780277739230,2026-06-01 09:35:39,9649.17,"{""time"": 1780277739230, ""value"": ""9649.17""}"
LightLux,1780277744236,2026-06-01 09:35:44,9613.33,"{""time"": 1780277744236, ""value"": ""9613.33""}"
LightLux,1780277749241,2026-06-01 09:35:49,9586.67,"{""time"": 1780277749241, ""value"": ""9586.67""}"
LightLux,1780277754240,2026-06-01 09:35:54,9581.67,"{""time"": 1780277754240, ""value"": ""9581.67""}"
LightLux,1780277759231,2026-06-01 09:35:59,9585.83,"{""time"": 1780277759231, ""value"": ""9585.83""}"
LightLux,1780277764262,2026-06-01 09:36:04,9598.33,"{""time"": 1780277764262, ""value"": ""9598.33""}"
LightLux,1780277769233,2026-06-01 09:36:09,9600,"{""time"": 1780277769233, ""value"": ""9600""}"
LightLux,1780277774238,2026-06-01 09:36:14,9603.33,"{""time"": 1780277774238, ""value"": ""9603.33""}"
LightLux,1780277779228,2026-06-01 09:36:19,9604.17,"{""time"": 1780277779228, ""value"": ""9604.17""}"
